"Aseua3","Aseua5","Lifespan","RightTarsus","BodyMass","HeadBill","WingLength","dROMsAssay","dROMsAbs505nm","dROMsAbs546nm","dROMsCARRU505nm","dROMsCARRU546nm","natalTQ","dROMs505mMolH2O2","dROMs546mMolH2O2","Froh_imp","OXYabs505nm","OXYabs546nm","OXYmMolHClO505nm","OXYmMolHClO546nm","SexEstimate","FatherAge","MotherAge","ParentLifespan_1","ParentLifespan_0"
0,1,7,24.9,18,36.7,67,26,0.952,0.737,68.859,43.276,43078.58,1.653,1.039,0.098038418,0.49,0.54,134.939,130.581,1,1570,1981,11.5424657534247,8.18356164383562
1,0,5,25.7,16.7,37,67,34,1.7185,1.24425,139.3063,87.66026,2253.54,3.34335,2.103846,0.110270997,0.45,0.495,144.8422,146.0515,1,3640,2150,12.227397260274,11.2027397260274
1,0,5,26.1,15.8,36.6,68,34,1.7185,1.24425,139.3063,87.66026,2253.54,3.34335,2.103846,0.110270997,0.45,0.495,144.8422,146.0515,1,3640,2150,12.227397260274,11.2027397260274
1,0,5,25.8,17.1,37.5,67,34,1.7185,1.24425,139.3063,87.66026,2253.54,3.34335,2.103846,0.110270997,0.45,0.495,144.8422,146.0515,1,3640,2150,12.227397260274,11.2027397260274
1,0,2,23.7,15.2,35.9,67,26,0.895,0.763,63.555,45.517,966.27,1.525,1.092,0.120605638,0.547,0.602,127.255,123.372,0,1693,1633.07949125596,5.86027397260274,8.48949319589493
0,0,1,25.1,16.3,37,70,24,0.559,0.443,31.838,17.384,7278.93,0.764,0.417,0.119221821,0.632,0.697,90.357,90.688,1,1166,985,4.96164383561644,3.42191780821918
1,0,2,26.7,18,37.1,68.5,27,1.017,0.805,78.536,52.916,2994.53,1.885,1.27,0.118231154,0.544,0.6,126.202,127.155,1,3224,2067,11.2438356164384,13.572602739726
1,0,2,26.8,16.6,36.9,70,27,1.017,0.805,78.536,52.916,2994.53,1.885,1.27,0.118231154,0.544,0.6,126.202,127.155,1,3224,2067,11.2438356164384,13.572602739726
1,0,2,26.9333333333333,17.1,37.2333333333333,68.8333333333333,27,1.017,0.805,78.536,52.916,2994.53,1.885,1.27,0.118231154,0.544,0.6,126.202,127.155,1,3224,2067,11.2438356164384,13.572602739726
1,0,2,27.3,17.2,37.7,68,27,1.017,0.805,78.536,52.916,2994.53,1.885,1.27,0.118231154,0.544,0.6,126.202,127.155,1,3224,2067,11.2438356164384,13.572602739726
1,1,0,23.7,13.5,35.6,66,26,0.554,0.512,70.487,56.983,7553.77,1.692,1.368,0.114041212,0.363,0.399,152.059,146.977,0,947,1709,4.52328767123288,11.5753424657534
0,1,2,24.1,14.6,36.8,67,29,0.576,0.419,73.001,44.383,1920.44,1.752,1.065,0.153241733,0.308,0.34,147.852,149.002,0,2158,2039,11.2027397260274,5.81369863013699
0,1,2,24.2,13.9,36.4,68,29,0.576,0.419,73.001,44.383,1920.44,1.752,1.065,0.153241733,0.308,0.34,147.852,149.002,0,2158,2039,11.2027397260274,5.81369863013699
0,1,2,26.8,16.1,36.6,68,25,0.708,0.496,44.188,20.622,16802.35,1.061,0.495,0.022002879,0.424,0.468,146.48,147.183,1,1548,1633.07949125596,15.4657534246575,8.48949319589493
1,0,7,24.1,14.7,35.5,65,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
1,0,7,24.6,14.5,36.3,64.5,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
1,0,7,24.4,14,35.1,63,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
1,0,7,24.4,14.9,36.6,66,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
1,0,7,24.5,14.5,36.3,65,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
1,0,7,24.1,15.7,34.7,63.5,35,1.356,0.77,90.81456,34.66523,3860.16,2.179549,0.8319654,0.11591074,0.727,0.8,121.7762,123.0361,0,1159,867,7.18904109589041,8.15890410958904
0,1,5,26.9,16.1,37,68,29,1.41,1.127,107.204,75.354,9519.56,2.573,1.808,0.139572184,0.234,0.256,157.252,158.811,1,1816.33935585232,2245,9.00320530038499,13.9178082191781
0,1,5,26.6,16.3,36.9,69,29,1.41,1.127,107.204,75.354,9519.56,2.573,1.808,0.139572184,0.234,0.256,157.252,158.811,1,1816.33935585232,2245,9.00320530038499,13.9178082191781
0,1,5,24.2,16.5,36.8,70,29,1.41,1.127,107.204,75.354,9519.56,2.573,1.808,0.139572184,0.234,0.256,157.252,158.811,1,1816.33935585232,2245,9.00320530038499,13.9178082191781
0,1,5,26.8,14.9,36.9,69,29,1.41,1.127,107.204,75.354,9519.56,2.573,1.808,0.139572184,0.234,0.256,157.252,158.811,1,1816.33935585232,2245,9.00320530038499,13.9178082191781
0,1,6,23.2,14,36.1,65,34,1.238,1.07,93.2225,71.7033,43842.13,2.23734,1.720879,0.107532688,0.581,0.64,127.3544,128.2103,0,2890,730,11.2794520547945,12.9342465753425
0,1,6,24,14.1,36.1,67.5,34,1.238,1.07,93.2225,71.7033,43842.13,2.23734,1.720879,0.107532688,0.581,0.64,127.3544,128.2103,0,2890,730,11.2794520547945,12.9342465753425
0,1,6,23,14.2,36.2,66.5,34,1.238,1.07,93.2225,71.7033,43842.13,2.23734,1.720879,0.107532688,0.581,0.64,127.3544,128.2103,0,2890,730,11.2794520547945,12.9342465753425
1,1,1,24.9,14,36.1,63,28,0.436,0.346,53.246,34.962,46732.11,1.278,0.839,0.103013746,0.53,0.584,126.987,128.077,0,2602,3721,9,11.586301369863
1,1,2,23.5,14.5,36.1,65,35,1.019,0.651,61.61179,25.027,18368.9,1.478683,0.6006479,0.121562397,0.612,0.675,137.1655,138.5553,0,3012,3476,12.9095890410959,11.1232876712329
1,1,2,23.5,15,36.1,65,35,1.019,0.651,61.61179,25.027,18368.9,1.478683,0.6006479,0.121562397,0.612,0.675,137.1655,138.5553,0,3012,3476,12.9095890410959,11.1232876712329
0,0,1,24.5,14.1,35.7,67,33,2.528,2.327,203.053,170.5128,13801.09,4.873272,4.092308,0.075917961,0.394,0.429,158.2099,160.25,0,2721,2402,13.5150684931507,9.62739726027397
0,0,1,23.7,14.4,35.7,67,33,2.528,2.327,203.053,170.5128,13801.09,4.873272,4.092308,0.075917961,0.394,0.429,158.2099,160.25,0,2721,2402,13.5150684931507,9.62739726027397
0,1,0,24.3,14.3,35.5,65,34,1.154,0.848,85.16624,51.37363,17165.75,2.04399,1.232967,0.140374981,0.32,0.352,162.1966,163.6465,0,1816.33935585232,2073,9.00320530038499,6.08493150684932
1,0,1,26.4,14.9,37.2,70,32,1.68,1.533,137.6687,112.9682,18511.15,3.304049,2.711237,0.117075529,0.335,0.366,160.1082,161.958,1,3533,2376,11.2438356164384,13.572602739726
1,0,3,24.85,16.2,35.75,67,34,1.205,0.807,90.05755,47.61905,12083.61,2.161381,1.142857,0.091607242,0.448,0.494,145.1092,146.1745,0,922,1411,3.6,4.44109589041096
1,0,3,24.9,16.4,35.6,68,34,1.205,0.807,90.05755,47.61905,12083.61,2.161381,1.142857,0.091607242,0.448,0.494,145.1092,146.1745,0,922,1411,3.6,4.44109589041096
1,0,3,24.8,13.7,35.9,66,34,1.205,0.807,90.05755,47.61905,12083.61,2.161381,1.142857,0.091607242,0.448,0.494,145.1092,146.1745,0,922,1411,3.6,4.44109589041096
1,1,13,26.4,15.1,37.3,68,34,1.325,1.13,101.5665,77.1978,15884.72,2.437596,1.852747,0.108819363,0.455,0.501,144.1748,145.3132,1,819,2021,3.31780821917808,11.5753424657534
1,1,13,26.4,17.4,37.3,68,34,1.325,1.13,101.5665,77.1978,15884.72,2.437596,1.852747,0.108819363,0.455,0.501,144.1748,145.3132,1,819,2021,3.31780821917808,11.5753424657534
1,1,1,24.1,14.1,36.2,67,32,1.272,0.989,100.1227,66.65721,32912.43,2.402945,1.599773,0.103221777,0.674,0.742,115.2885,116.2057,0,366,893,1.90684931506849,2.32328767123288
1,1,1,24.5,13.8,36.4,66,32,1.272,0.989,100.1227,66.65721,32912.43,2.402945,1.599773,0.103221777,0.674,0.742,115.2885,116.2057,0,366,893,1.90684931506849,2.32328767123288
1,0,15,23.7,13.5,35,68,32,1.043,0.786,79.04908,49.37571,17558.25,1.897178,1.185017,0.109117205,0.538,0.593,133.2692,134.3363,0,2440,1069,7.66849315068493,4.39178082191781
1,0,15,24.1,15.1,34.8,67.5,32,1.043,0.786,79.04908,49.37571,17558.25,1.897178,1.185017,0.109117205,0.538,0.593,133.2692,134.3363,0,2440,1069,7.66849315068493,4.39178082191781
1,0,15,25.5,14.8,35.2,66,32,1.043,0.786,79.04908,49.37571,17558.25,1.897178,1.185017,0.109117205,0.538,0.593,133.2692,134.3363,0,2440,1069,7.66849315068493,4.39178082191781
1,0,15,24.6,14.5,34.9,66,32,1.043,0.786,79.04908,49.37571,17558.25,1.897178,1.185017,0.109117205,0.538,0.593,133.2692,134.3363,0,2440,1069,7.66849315068493,4.39178082191781
1,0,15,22.9,15.9,34.6,65,32,1.043,0.786,79.04908,49.37571,17558.25,1.897178,1.185017,0.109117205,0.538,0.593,133.2692,134.3363,0,2440,1069,7.66849315068493,4.39178082191781
1,1,5,23.7,14.7,33.9,67.5,34,1.464,1.16,114.8977,79.94505,17165.75,2.757545,1.918681,0.145481359,0.464,0.509,142.9733,144.3289,0,2158,69,7.15342465753425,0.402739726027397
1,1,5,23.7,15.1,35.3,69,34,1.464,1.16,114.8977,79.94505,17165.75,2.757545,1.918681,0.145481359,0.464,0.509,142.9733,144.3289,0,2158,69,7.15342465753425,0.402739726027397
1,1,11,25.2,16.5,35.5,68,31,1.486,1.193,111.9048,76.8623,10362.64,2.685714,1.844695,0.133970015,0.272,0.299,182.3537,184.4953,1,2743,1615,8.9972602739726,8.01917808219178
1,1,11,25.6,14.9,36.3,67,31,1.486,1.193,111.9048,76.8623,10362.64,2.685714,1.844695,0.133970015,0.272,0.299,182.3537,184.4953,1,2743,1615,8.9972602739726,8.01917808219178
1,0,1,26.3,15.8,36.5,69,32,1.734,1.481,142.638,108.5414,10362.64,3.423313,2.604994,0.112352222,0.558,0.612,130.625,132.0243,1,2593,1465,8.9972602739726,8.01917808219178
1,0,4,23.9,16.1,35.8,66.5,34,1.44375,1.2705,112.9556,90.0641,19515.38,2.710933,2.161538,0.10673264,0.576,0.635,128.0219,128.8255,0,3250,1916,8.91232876712329,9.83835616438356
1,0,4,24.2,14.2,36.1,66,34,1.44375,1.2705,112.9556,90.0641,19515.38,2.710933,2.161538,0.10673264,0.576,0.635,128.0219,128.8255,0,3250,1916,8.91232876712329,9.83835616438356
1,0,4,23.8,13.9,35.7,65,34,1.44375,1.2705,112.9556,90.0641,19515.38,2.710933,2.161538,0.10673264,0.576,0.635,128.0219,128.8255,0,3250,1916,8.91232876712329,9.83835616438356
1,0,4,25.2,15.3,35.8,65,34,1.048,0.937,75,59.52381,19515.38,1.8,1.428571,0.085934782,0.488,0.538,139.7694,140.7606,0,3250,1916,8.91232876712329,9.83835616438356
1,0,4,24.7,14.8,35.9,65,34,1.048,0.937,75,59.52381,19515.38,1.8,1.428571,0.085934782,0.488,0.538,139.7694,140.7606,0,3250,1916,8.91232876712329,9.83835616438356
1,0,4,24.8,16,36.1,66,34,1.048,0.937,75,59.52381,19515.38,1.8,1.428571,0.085934782,0.488,0.538,139.7694,140.7606,0,3250,1916,8.91232876712329,9.83835616438356
1,1,1,25.9,14,36.8,67,35,1.003,0.761,60.2253,33.93629,24942.95,1.445407,0.8144708,0.095026095,0.771,0.85,115.8881,116.8284,1,863,831,8.37534246575343,12.3013698630137
1,1,1,26.3,15.1,36.7,67,35,1.003,0.761,60.2253,33.93629,24942.95,1.445407,0.8144708,0.095026095,0.771,0.85,115.8881,116.8284,1,863,831,8.37534246575343,12.3013698630137
1,1,2,24.1,14.2,35.9,66,31,1.256,0.894,90.84249,51.55192,13465.11,2.18022,1.237246,0.128169895,0.59,0.65,137.8499,139.1784,0,1360,915,14.7698630136986,4.03013698630137
1,1,2,24.2,13,35.7,66,31,1.256,0.894,90.84249,51.55192,13465.11,2.18022,1.237246,0.128169895,0.59,0.65,137.8499,139.1784,0,1360,915,14.7698630136986,4.03013698630137
1,1,2,24.2,13.2,36.2,65,31,1.256,0.894,90.84249,51.55192,13465.11,2.18022,1.237246,0.128169895,0.59,0.65,137.8499,139.1784,0,1360,915,14.7698630136986,4.03013698630137
1,1,2,25.8,15.9,37.3,69,33,0.939,0.547,65.75461,27.88461,32912.43,1.578111,0.6692308,0.100826215,0.472,0.52,147.6173,148.875,1,1046,1593,3.90684931506849,13.9452054794521
0,1,1,24.8,13.1,36.2,65,34,1.318,1.123,100.8951,76.55678,31054.68,2.421483,1.837363,0.138471545,0.424,0.467,148.3131,149.4966,0,667,3051,3.31780821917808,14.3342465753425
1,0,5,26.3,15.4,37.2,67,33,0.817,0.545,55.21313,27.72436,15822.83,1.325115,0.6653846,0.104898853,0.462,0.51,148.9753,150.125,1,2764,1306,11.1561643835616,13.5479452054795
1,0,5,24.6,19,35.1,64,33,0.817,0.545,55.21313,27.72436,15822.83,1.325115,0.6653846,0.104898853,0.462,0.51,148.9753,150.125,1,2764,1306,11.1561643835616,13.5479452054795
1,0,5,26.1,17.9,37.1,65,33,0.817,0.545,55.21313,27.72436,15822.83,1.325115,0.6653846,0.104898853,0.462,0.51,148.9753,150.125,1,2764,1306,11.1561643835616,13.5479452054795
1,0,5,26.5,16,37.3,67,33,0.817,0.545,55.21313,27.72436,15822.83,1.325115,0.6653846,0.104898853,0.462,0.51,148.9753,150.125,1,2764,1306,11.1561643835616,13.5479452054795
1,0,5,26.9,17.5,37.7,67,33,0.817,0.545,55.21313,27.72436,15822.83,1.325115,0.6653846,0.104898853,0.462,0.51,148.9753,150.125,1,2764,1306,11.1561643835616,13.5479452054795
1,0,8,27.1,17.1,37.5,69,34,0.965,0.708,67.03964,38.55311,9466.7,1.608951,0.9252747,0.164820893,0.634,0.694,120.2791,121.566,1,1705,823,6.49041095890411,9.15342465753425
1,0,8,27.1,16.1,37.5,69,34,0.965,0.708,67.03964,38.55311,9466.7,1.608951,0.9252747,0.164820893,0.634,0.694,120.2791,121.566,1,1705,823,6.49041095890411,9.15342465753425
1,0,1,24.9,14.1,36.1,64,32,1.3965,1.01675,111.5798,69.01958,13480.03,2.677914,1.65647,0.092882553,0.532,0.587,134.0625,135.0664,0,3318,1633.07949125596,13.4986301369863,8.48949319589493
1,0,1,24.6,14.9,36.1,66,32,1.3965,1.01675,111.5798,69.01958,13480.03,2.677914,1.65647,0.092882553,0.532,0.587,134.0625,135.0664,0,3318,1633.07949125596,13.4986301369863,8.48949319589493
1,1,8,24.9,14.3,36.1,66,32,1.75175,1.09375,144.2715,75.57463,10197.17,3.462515,1.813791,0.124506903,0.533,0.589,133.9303,134.823,0,2549,970,13.8109589041096,5.27397260273973
1,1,8,24,14.2,35.5,65,32,1.75175,1.09375,144.2715,75.57463,10197.17,3.462515,1.813791,0.124506903,0.533,0.589,133.9303,134.823,0,2549,970,13.8109589041096,5.27397260273973
1,0,4,25.3,15.2,36.2,71,32,1.22325,1.078,95.63651,74.23383,28953.22,2.295276,1.781612,0.095915954,0.669,0.738,115.9495,116.6925,1,1892,2093,13.0739726027397,7.14246575342466
1,0,4,25.2,15.5,35.9,69,32,1.22325,1.078,95.63651,74.23383,28953.22,2.295276,1.781612,0.095915954,0.669,0.738,115.9495,116.6925,1,1892,2093,13.0739726027397,7.14246575342466
1,0,4,25.4,15.5,36.3,70,32,1.22325,1.078,95.63651,74.23383,28953.22,2.295276,1.781612,0.095915954,0.669,0.738,115.9495,116.6925,1,1892,2093,13.0739726027397,7.14246575342466
1,0,4,26,16,36.4,67,32,1.22325,1.078,95.63651,74.23383,28953.22,2.295276,1.781612,0.095915954,0.669,0.738,115.9495,116.6925,1,1892,2093,13.0739726027397,7.14246575342466
1,0,4,26.1,15.5,36.6,69,32,1.22325,1.078,95.63651,74.23383,28953.22,2.295276,1.781612,0.095915954,0.669,0.738,115.9495,116.6925,1,1892,2093,13.0739726027397,7.14246575342466
1,1,3,23.3,13.8,36,65,34,1.149,0.992,84.6867,64.56044,11699.5,2.032481,1.549451,0.129489562,0.409,0.451,150.3155,151.4653,0,3578,2120,13.5561643835616,16.613698630137
1,1,3,23.1,13.3,35.8,66,34,1.149,0.992,84.6867,64.56044,11699.5,2.032481,1.549451,0.129489562,0.409,0.451,150.3155,151.4653,0,3578,2120,13.5561643835616,16.613698630137
0,1,5,25,15.1,36.2,65,32,1.2355,1.05525,96.7638,72.2971,6534.75,2.322331,1.735131,0.105555021,0.738,0.813,106.8269,107.5664,0,1816.33935585232,1947,9.00320530038499,6.08493150684932
0,1,5,25.1,15,35,69,32,0.952,0.623,70.67484,35.49943,12829.23,1.696196,0.8519864,0.122309291,0.445,0.491,145.5649,146.7478,1,2484,1889,11.2027397260274,7.98356164383562
0,1,5,26.7,15,37,69,32,0.952,0.623,70.67484,35.49943,12829.23,1.696196,0.8519864,0.122309291,0.445,0.491,145.5649,146.7478,1,2484,1889,11.2027397260274,7.98356164383562
1,0,1,24.8,13.9,35.8,66,33,0.9,0.634,62.38479,34.85577,24890.58,1.497235,0.8365384,0.161299949,0.323,0.356,167.8519,169.375,0,1102,2672,16.3561643835616,9.6986301369863
1,0,6,24.7,14.4,36.1,64,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,14.3,36.6,65,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,15.2,36.7,66,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,25,15.5,36.4,65,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,15.8,36.7,66,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,1,11,24.4,14.6,36.2,67,31,1.14275,0.86975,80.47161,49.49915,17177.17,1.931319,1.18798,0.101014084,0.649,0.716,129.5929,130.6573,0,2140,1348,11.5835616438356,3.95068493150685
1,1,11,24.8,13.8,36.3,67,31,1.14275,0.86975,80.47161,49.49915,17177.17,1.931319,1.18798,0.101014084,0.649,0.716,129.5929,130.6573,0,2140,1348,11.5835616438356,3.95068493150685
1,0,1,24.1,13.1,35.3,64,32,1.085,0.84175,82.91411,54.12174,14363.71,1.989939,1.298922,0.152551657,0.619,0.683,122.5601,123.385,0,2499,2568,8.06849315068493,9.72876712328767
1,0,4,24.8,15.6,36.9,66,31,1.344,0.94325,98.9011,55.72094,69486.63,2.373626,1.337302,0.111230505,0.646,0.712,130.0127,131.1737,0,1557,1022,5.56438356164384,7.15616438356164
1,0,4,24.8,15.3,36.9,66,31,1.344,0.94325,98.9011,55.72094,69486.63,2.373626,1.337302,0.111230505,0.646,0.712,130.0127,131.1737,0,1557,1022,5.56438356164384,7.15616438356164
1,1,8,24,13.9333333333333,36.1,66,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24.1,14.8,36,67,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24,13,35.1,66,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24.6,14,35.3,67,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,0,2,24.25,14,36.3,67.5,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
1,0,2,24.5,15.8,36.3,67,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
1,0,2,24,15.7,36.3,68,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
